dataType,dataName,devicetypes,elementTypes,section,page,order,attachTo,type,title,question,notes,units,required,hidden,protected,dontsend,requiresConfirmation,ignoreDefault,minutes,photo,commentTitle,ifExpr,defaultExpr,passfailExpr,failtext,options,columns,legacyId
acceptance,hiuParameters,hiu,,HIU Parameters,HIU Parameters,62.1,,sheet,HIU Parameters,"Check HIU paramaters match the defaults below, and adjust where neccessary.","Add, edit and copy down lines as with a normal spreadsheet. Right click for further actions including deleting lines.",,true,false,true,false,true,false,5,,,'{{productGroup}}'=='Worcester Bosch',"[{""designSet"":"""",""parameter"":""3"",""factorySet"":""25°C"",""description"":""Start temperature Slab drying (slow warm up function).""},{""designSet"":"""",""parameter"":""8"",""factorySet"":""30°C"",""description"":""Factory set temperature for Under Floor Heating UFH).""},{""designSet"":"""",""parameter"":""9"",""factorySet"":""60°C"",""description"":""Factory set temperature for Radiators heating.""},{""designSet"":"""",""parameter"":""11"",""factorySet"":""20°C"",""description"":""Set minimum temperature for Under Floor Heating (UFH).""},{""designSet"":"""",""parameter"":""12"",""factorySet"":""40°C"",""description"":""Set maximum temperature for Under Floor Heating (UFH).""}]",,,,"[{""name"":""parameter"",""type"":""text"",""title"":""ID"",""width"":""100""},{""name"":""description"",""type"":""text"",""title"":""Description"",""width"":""400"",""wordWrap"":true},{""name"":""factorySet"",""type"":""text"",""title"":""Factory Setting"",""width"":""120""},{""name"":""designSet"",""type"":""text"",""title"":""Design Setting"",""width"":""120""}]",164
acceptance,checkParameters,hiu,,HIU Parameters,,62.11,,select,Paramaters Adjusted,Are all paramaters adjusted to design?,,,true,false,false,false,true,false,1,,,true,,,,"[{""title"":""Yes"",""value"":""Yes""},{""title"":""No"",""value"":""No""}]",,165
acceptance,soilDurgosVentilated,plot,cc,Soil Waste,,67,,boolean,DURGOS VENTILATED,DURGOS VENTILATED,,,true,false,false,false,true,false,0,,,true,,,,,,66
acceptance,soilAccessGapsOK,plot,cc,Soil Waste,,67.1,,boolean,ACCESS GAPS SECURE AND ACCESSIBLE,ACCESS GAPS SECURE AND ACCESSIBLE?,,,true,false,false,false,true,false,0,,,true,,,,,,64
acceptance,soilDurgos110,plot,cc,Soil Waste,,67.11,,boolean,DURGOS 110MM DB20,DURGOS 110MM DB20,,,true,false,false,false,true,false,0,,,true,,,,,,65
acceptance,flusherCheckedToilet,plot,cc,Toilets,,68,,passfail,FLUSHERS CHECKED,FLUSHERS CHECKED,,,true,false,false,false,true,false,0,,,true,,,,{},{},67
acceptance,connectorCheckedToilet,plot,cc,Toilets,,68.1,,boolean,FLUSH PIPE/ SOIL PAN CONNECTOR CHECKED,FLUSH PIPE/ SOIL PAN CONNECTOR CHECKED,,,true,false,false,false,true,false,0,,,true,,,,,,68
acceptance,isolationCheckedToilet,plot,cc,Toilets,,68.2,,boolean,ISOLATION VALVE CHECKED,ISOLATION VALVE CHECKED,,,true,false,false,false,true,false,0,,,true,,,,,,69
acceptance,tCWS,kitchen,cc,Kitchen,,70.1,,number,Kitchen Tap Cold Temperature,What is the temperature of the kitchen cold tap after running for 1 minute?,,°C,true,false,false,false,true,false,0,,,true,,,,,,43
acceptance,tapTime50C,unvented_cylinder,cc,Kitchen,,70.11,,number,"DHW Readings, Time for Kitchen Tap to reach 50°C",Start the kitchen tap at the same time as a stopwatch. <br><br>Time how long it takes for the tap temperature to reach 50°C?,A stopwatch and temperature probe are required for this step.,seconds,true,false,false,false,true,false,2,,,true,,,,,,44
acceptance,tDHW,kitchen,cc,Kitchen,,70.12,,number,"DHW Readings, Kitchen Tap Temperature",What is the temperature of the kitchen hot tap after 2 minutes?,A temperature probe is required for this step. Leave tap running for next stages. The target temperature is {{tSetpointDHW}}°C.,°C,true,false,false,false,true,false,1,,,true,,Math.abs({{tDHW}}-{{tSetpointDHW}}) <= {{tTolerance}},,,,45
acceptance,fDHW,kitchen,cc,Kitchen,,70.13,,number,"DHW Readings, Kitchen Tap Flow Rate","What is the flow rate of the kitchen tap with hot fully open, in litres/minute?",A wier cup is required for this step.,ltr/min,true,false,false,false,true,false,1,,,true,,({{fDHW}} >= 5) && ({{fDHW}} <= 9),"The tap flow rate is {{fDHW}} lpm, not 5 to 9 lpm.",,,46
acceptance,flowLimitKitchen,kitchen,cc,Kitchen,,70.14,,boolean,Flow Limiters Installed on Kitchen Tap,Have flow limiters been installed on the kitchen tap?,,,true,false,false,false,true,false,0,,,true,,,,,,47
acceptance,overflowKitchen,kitchen,cc,Kitchen,,70.15,,passfail,OVERFLOW TESTED,Overfill the sink at full tap flow and confirm the overflow is working.,,,true,false,false,false,true,false,3,,,true,,,,,,48
acceptance,hotColdCheckedKitchen,plot,cc,Kitchen,,71.11,,boolean,HOT AND COLD CHECKED,HOT AND COLD CHECKED,,,true,false,false,false,true,false,2,,,true,,,,,,73
acceptance,secureKitchen,plot,cc,Kitchen,,71.12,,passfail,Kitchen Sink Pedastal & Taps Secure,"BASIN, PEDESTAL, TAPS SECURE",,,true,false,false,false,true,false,0.5,,,true,,,,,,74
acceptance,connectionsCheckedBasin,plot,cc,Kitchen,,71.13,,boolean,APPLIANCE CONNECTIONS CHECKED,APPLIANCE CONNECTIONS CHECKED,,,true,false,false,false,true,false,1,,,true,,,,,,75
acceptance,hotColdCheckedBasin,bathroom,,Bathroom Basin,,72.1,,passfail,HOT AND COLD CHECKED,HOT AND COLD CHECKED,,,true,false,false,false,true,false,2,,,true,,,,,,70
acceptance,overflowBasin,bathroom,,Bathroom Basin,,72.2,,passfail,Bathroom Basin Overflow,Overfill the basin at full tap flow and confirm the overflow is working.,,,true,false,false,false,true,false,3,,,true,,,,,,71
acceptance,secureBasin,bathroom,,Bathroom Basin,,72.3,,passfail,Bathrom Basin Pedastal & Taps Secure,"BASIN, PEDESTAL, TAPS SECURE",,,true,false,false,false,true,false,0,,,true,,,,,,72
acceptance,hotColdCheckedShower,plot,cc,Shower,,78,,boolean,HOT AND COLD CHECKED,HOT AND COLD CHECKED,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='false' || '{{isEnsuite1}}'=='true',,,,,,76
acceptance,showerTraySealed,plot,cc,Shower,,78.1,,passfail,TRAY / WASTE MASTIC SEALED,TRAY / WASTE MASTIC SEALED?,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='false' || '{{isEnsuite1}}'=='true',,,,,,77
acceptance,showerEnclosureChecked,plot,cc,Shower,,78.2,,boolean,ENCLOSURE CHECKED FOR LEAKS,ENCLOSURE CHECKED FOR LEAKS,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='false' || '{{isEnsuite1}}'=='true',,,,,,78
acceptance,hotColdCheckedBath,plot,cc,Baths,,79.1,,boolean,HOT AND COLD CHECKED,HOT AND COLD CHECKED,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,,,79
acceptance,secureBath,plot,cc,Baths,,79.2,,passfail,BATH AND TAPS SECURE,BATH AND TAPS SECURE,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,,,80
acceptance,limiterBathTap,bathroom,cc,Baths,,79.3,,text,Bath Tap Flow Restrictor,What type (colour) of flow restrictor is fitted into the bath tap?,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,,,56
acceptance,tDHWBath,bathroom,cc,Baths,,79.4,,number,Bath Tap Temperature,What is the peak temperature seen from the bath tap over 1 minute?,A temperature probe is required for this step. Turn off when finished.,°C,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,,,57
acceptance,fDHWBath,bathroom,cc,Baths,,79.5,,number,Bath Tap Flow Rate,"What is the flow rate of the bath tap with hot fully open, in litres/minute?",A wier cup is required for this step.,ltr/min,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,,,58
acceptance,overflowBath,bathroom,cc,Baths,,79.6,,passfail,Bath Overflow,Overfill the bath at full tap flow and confirm the overflow is working.,,,true,false,false,false,true,false,15,,,'{{isBath}}'=='true',,,,,,59
acceptance,testoFittedDHW,hiu,,DHW Response Test,,82.1,,select,Test sensors ready,Fit Testo Temperature sensors to: <br>1) the DHW Output from the HIU<br>2) the kitchen tap.,"Use a clamp-on probe on the HIU output, and ensure the tap sensor is retained or held in tap water throughout the following stages.",,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && {{testoEnabled}},,,,"[{""title"":""Done"",""value"":""Done""}]",,167
acceptance,tColdHot,hiu,,DHW Response Test,,82.11,,number,DHW pipework cold prior to response time testing.,"Isolate the primary supply to the HIU, run the kitchen HOT tap for 3 minutes UNTIL COLD, and record the final tap temperature.",Re-open the primary supplies when completed. The time may be shortened if temperature has settled to extected values.,°C,true,false,false,false,true,false,4,,,'{{typeDHW}}'=='PHEx',,,,,,168
acceptance,tapTime45C,hiu,,DHW Response Test,,82.12,,number,Time for Kitchen Tap to reach 45°C,Start the kitchen tap at the same time as a stopwatch. <br><br>Time how long it takes for the tap temperature to reach 45°C?,A stopwatch and temperature probe are required for this step.,seconds,true,false,false,false,true,false,2,,,'{{typeDHW}}'=='PHEx',,{{tapTime45C}}<=45,"It takes the kitchen tap {{tapTime45C}} seconds to reach 45°C, longer than the required 45s.",,,169
acceptance,tap45in45,hiu,,DHW Response Test,,82.13,,passfail,DHW Response,Did the tap achieve 45C within 45 seconds?,,,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && '{{tapTime45C}}'!='',,,,,,170
acceptance,tDHW1,hiu,,DHW Response Test,,82.14,,number,Kitchen Tap Temperature,What is the temperature of the kitchen tap after 3 minutes?,A temperature probe is required for this step. Leave tap running for next stages. The target temperature is {{tSetpointDHW}}°C.,°C,true,false,false,false,true,false,3,,,'{{typeDHW}}'=='PHEx',,Math.abs({{tDHW1}}-{{tSetpointDHW}}) <= {{tTolerance}},,,,171
acceptance,tDHW2,hiu,,DHW Response Test,,82.15,,boolean,Adjusted Kitchen Tap Temperature,Please adjust the DHW temperature setting in the HIU until the tap temperature is {{tSetpointDHW}}°C +/- {{tTolerance}}°C. Adjust previous answer accordingly.,Leave tap running for next stages.,°C,true,false,false,false,true,false,2,,,'{{passfail_tDHW}}'=='false',,,,,,172
acceptance,m3hDHW1,hiu,,"Meter Readings, Low DHW Flow",,82.51,,number,"DHW Readings, Meter Flow Rate",What is Flow Rate / Volume Flow on the heat meter?,Press the button on the meter until it shows m3h or m3/h.,m3/h,true,false,false,false,true,false,1,,,'{{tDHW1}}' != '' && '{{checkHeatMeter}}'=='true',,,,,,173
acceptance,kwDHW1,hiu,,"Meter Readings, Low DHW Flow",,82.52,,number,"DHW Readings, Meter Power",What is current Power (kW) on the heat meter?,Press the button on the meter until it shows kW.,kW,true,false,false,false,true,false,0,,,'{{tDHW1}}' != '' && '{{checkHeatMeter}}'=='true',,,,,,174
acceptance,tFDHW1,hiu,,"Meter Readings, Low DHW Flow",,82.53,,number,"DHW Readings, Meter Flow Temperature",What is current Flow Temperature on the heat meter?,Press the button on the meter until it shows tF or tFlow.,°C,true,false,false,false,true,false,0,,,'{{tDHW1}}' != '' && '{{checkHeatMeter}}'=='true',,,,,,175
acceptance,tRDHW1,hiu,,"Meter Readings, Low DHW Flow",,82.54,,number,"DHW Readings, Meter Return Temperature",What is current Return Temperature on the heat meter?,Press the button on the meter until it shows tR or tRtn.  Leave the tap running.,°C,true,false,false,false,true,false,0,,,'{{tDHW1}}' != '' && '{{checkHeatMeter}}'=='true',,,,,,176
acceptance,runDHWPeak,hiu,,DHW Peak Test,,83,,select,Run Peak DHW,"In addition to the kitchen tap, turn on the main shower to full output on the hottest setting.",This is to simulate peak load.,,true,false,false,false,true,false,1,,,'{{typeDHW}}'=='PHEx',,,,"[{""title"":""Done"",""value"":""Done""}]",,177
acceptance,tDHWShower,hiu,,DHW Peak Test,,83.05,,number,"DHW Readings, Shower Output Temperature",What is the temperature at the shower head?,A temperature probe is required for this step. Leave taps running for next stages.,°C,true,false,false,false,true,false,0.5,,,'{{typeDHW}}'=='PHEx',,,,,,178
acceptance,tDHWPeak,hiu,,DHW Peak Test,,83.1,,number,"DHW Readings, Peak Output Temperature",What is the temperature at the kitchen tap?,A temperature probe is required for this step. Leave taps running for next stages.,°C,true,false,false,false,true,false,0.5,,,'{{typeDHW}}'=='PHEx',,,,,,179
acceptance,m3hDHWPeak,hiu,,DHW Peak Test,,83.2,,number,"DHW Readings, Meter Flow Rate",What is Flow Rate / Volume Flow on the heat meter?,Press the button on the meter until it shows m3h or m3/h.,m3/h,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && '{{checkHeatMeter}}'=='true',,,,,,180
acceptance,kwDHWPeak,hiu,,DHW Peak Test,,84,,number,"DHW Readings, Meter Power",What is current Power (kW) on the heat meter?,Press the button on the meter until it shows kW.,kW,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && '{{checkHeatMeter}}'=='true',,,,,,181
acceptance,tFDHWPeak,hiu,,DHW Peak Test,,85,,number,"DHW Readings, Meter Flow Temperature",What is current Flow Temperature on the heat meter?,Press the button on the meter until it shows tF or tFlow.,°C,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && '{{checkHeatMeter}}'=='true',,{{tFDHWPeak}}>{{tSetpointDHW}}+3,,,,182
acceptance,tRDHWPeak,hiu,,DHW Peak Test,,86,,number,"DHW Readings, Meter Return Temperature",What is current Return Temperature on the heat meter?,Press the button on the meter until it shows tR or tRtn.,°C,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx' && '{{checkHeatMeter}}'=='true',,{{tRDHWPeak}}<=30,,,,183
acceptance,dpDHWPeak,hiu,,DHW Peak Test,,87,,number,"DHW Readings, Differential Pressure",Please measure and record the primary differential pressure in kPa.,This will require a digital manometer.,kPa,true,false,false,false,true,false,1,Testo DP Readings,,'{{checkTestPoints}}'=='true',,,,,,184
acceptance,allOff2,hiu,,DHW Peak Test,,88,,select,Check All Off,Please turn off all hot water outlets.,,,true,false,false,false,true,false,0,,,'{{typeDHW}}'=='PHEx',,,,"[{""title"":""Done"",""value"":""Done""}]",,185
acceptance,tDHWBath,hiu,,Bath Mixer Test,,90.1,,number,"DHW Readings, Bath Output Temperature",What is the peak temperature seen from the bath tap over 1 minute?,A temperature probe is required for this step. Turn off when finished.,°C,true,false,false,false,true,false,2,,,'{{isBath}}'=='true',,,,,,186
acceptance,allOff2b,hiu,,Bath Mixer Test,,90.2,,select,Check Bath Off,Please turn off bath tap.,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,"[{""title"":""Done"",""value"":""Done""}]",,187
acceptance,allOff2b,unvented_cylinder,,Bath Mixer Test,,90.3,,select,Check Bath Off,Please turn off bath tap.,,,true,false,false,false,true,false,0,,,'{{isBath}}'=='true',,,,"[{""title"":""Done"",""value"":""Done""}]",,63
acceptance,lphPeak,hiu,,DPCV Setup,,91.08,,number,Peak HTG Primary Flow Rate (litres per hour),What is the Peak Primary Flow Rate the AVPL is set for?,,ltr/h,true,false,false,false,true,false,0,,,'{{productGroup}}'.indexOf('SAV')>-1,,,,,,232
acceptance,runHTGDP,hiu,,DPCV Setup,,91.09,,boolean,Run Central Heating,Turn on heating or open primary HTG valve.,"If the red clip is fitted, or aactuator head removed, then there is no need to power up heating.",,true,false,false,false,true,false,1,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='',,,,,,244
acceptance,adjustedDPCV,hiu,,DPCV Setup,,91.5,,boolean,DPCV Adjusted to Design Flowrate,Adjust the DPCV valve from minimum setting until the heat meter displays a flow rate of at least {{m3hHTGDesign}} m3/h. Record the flow rate in the comment box.,,,true,false,false,false,true,false,2,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='',,,,,,245
acceptance,checkTRVs,hiu,,HTG Test,,92.01,,select,TRVs Adjusted,Are all TRVs adjusted to design?,,,true,false,false,false,true,false,15,,,'{{typeEmitter}}'=='radiators' || '{{typeEmitter}}'=='mixed',,,,"[{""title"":""Yes"",""value"":""Yes""},{""title"":""No"",""value"":""No""},{""title"":""Not Checked"",""value"":""Not Checked""},{""title"":""No Design Data"",""value"":""No Design Data""}]",,188
acceptance,proveStatsMatchZones,hiu,,HTG Test,,92.1,,passfail,Check each room stat controls the correct zones.,Check each room stat controls the correct zones.,"This may take a few minutes.  Start will all zones turned off. One zone at a time, locate the appropriate room thermostat and increase temperature until there is demand.",,false,false,false,false,true,false,4,,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,303
acceptance,runHTG,hiu,,HTG Test,,92.1,,select,Run Central Heating,Turn up all room thermostats and TRVs to maximum.,This is to simulate peak load.,,true,false,false,false,true,false,0,,,'{{typeEmitter}}'=='radiators',,,,"[{""title"":""Done"",""value"":""Done""}]",,189
acceptance,pumpSpeedHTG,hiu,,HTG Test,,93,,text,Pump Speed,Check that the heating pump starts and enter the speed setting below.,"Please include any additional settings such as Proportional or Fixed Head, and any units.",,true,false,false,false,true,false,0,,,'{{pumpHTG}}'=='Fitted',,,,,,190
acceptance,proveFlowToZones,hiu,,HTG Test,,94,,passfail,Flow to all UFH zones,Check that all the underfloor heating manifold actuators open.,With all thermostats calling there should be flow to all zones.,,true,false,false,false,true,false,2,,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,191
acceptance,ufhFlowRates,hiu,,HTG Test,,94.1,,textarea,Underfloor Heating Zone Flow Rates,Please record the flow rates for each UFH Zone.,Ensure that they are set to design requirements as per drawing <a href='{{ufhLayoutFolder}}/{{ufhLayouts}}.pdf' target='_blank'>{{ufhLayouts}}</a>.,,true,false,false,false,true,false,15,,,'{{typeEmitter}}'=='underfloor' || '{{typeEmitter}}'=='mixed',,,,,,237
acceptance,trvPresets,hiu,,HTG Test,HIU Parameters,94.15,,sheet,Radiator Return Temperatures,Record the flow and return temperatures and TRV pre-settings for each radiator below.,"Add, edit and copy down lines as with a normal spreadsheet. Right click for further actions including deleting lines.",,true,false,false,false,true,false,5,,,'{{typeEmitter}}'=='radiators' || '{{typeEmitter}}'=='mixed',"[{""radiator"":""Living Room"",""presetting"":""""},{""radiator"":""Bedroom 1"",""presetting"":""""},{""radiator"":""Bedroom 2"",""presetting"":""""}]",,,,"[{""name"":""radiator"",""type"":""text"",""title"":""Radiator ID"",""width"":""180""},{""name"":""presetting"",""type"":""text"",""title"":""Setting"",""width"":""100""},{""name"":""tDrop"",""type"":""text"",""title"":""Temperature Drop [°C]"",""width"":""100""}]",199
acceptance,manualUFH,hiu,,HTG Test,,95,,text,UFH Manual Override,"Record below any known causes for zones not opening. To continue heating tests, manually loosen the manifold actuators to introduce flow.",Please add detail. Do not fully remove actuators if they are not clearly labelled.,,true,false,false,false,true,false,0,,,'{{allUFHZones}}'=='Some' || '{{allUFHZones}}'=='None',,,,,,192
acceptance,tHTGOut,hiu,,HTG Test,,97,,number,"HTG Readings, Tertiary Output Temperature","After 5 minutes from turn on, what is the temperature supplied from the HIU to heating?",The target temperature is {{tSetpointHTG}}°C. A temperature clamp is required for this step.,°C,true,false,false,false,true,false,5,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='',,Math.abs({{tHTGOut}}-{{tSetpointHTG}}) <= {{tToleranceHTG}},,,,193
acceptance,tHTGRtn,hiu,,HTG Test,,97.1,,number,"HTG Readings, Tertiary Return Temperature","What is the peak temperature returning from the heating to the HIU, when it has stopped increasing?",A temperature clamp is required for this step.,°C,true,false,false,false,true,false,3,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='',,{{tHTGRtn}}<=45,,,,194
acceptance,m3hHTGPeak,hiu,,HTG Test,,98,,number,"HTG Readings, Meter Flow Rate",What is Flow Rate / Volume Flow on the heat meter?,Press the button on the meter until it shows m3h or m3/h.,m3/h,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='' && '{{checkHeatMeter}}'=='true',,,,,,195
acceptance,kwHTGPeak,hiu,,HTG Test,,99,,number,"HTG Readings, Meter Power",What is current Power (kW) on the heat meter?,"Press the button on the meter until it shows kW.  If the units are in MWh, please multiply by 1000 (move decimal 3 places right) to convert to KWh.",kW,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='' && '{{checkHeatMeter}}'=='true',,,,,,196
acceptance,tFHTGPeak,hiu,,HTG Test,,100,,number,"HTG Readings, Meter Flow Temperature",What is current Flow Temperature on the heat meter?,Press the button on the meter until it shows tF or tFlow.,°C,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='' && '{{checkHeatMeter}}'=='true',,{{tFHTGPeak}}>{{tSetpointHTG}}+3,,,,197
acceptance,tRHTGPeak,hiu,,HTG Test,,100.1,,number,"HTG Readings, Meter Return Temperature",What is current Return Temperature on the heat meter?,Press the button on the meter until it shows tR or tRtn.,°C,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='' && '{{checkHeatMeter}}'=='true',,{{tRHTGPeak}}<=45,"The primary return temperature is {{tRHTGPeak}}°C during heating operation, above the 35°C limit.",,,198
acceptance,allOff3,hiu,,HTG Test,,100.3,,select,Check All Off,Please turn off central heating.,,,true,false,false,false,true,false,0,,,'{{typeHTG}}'!='None' && '{{typeHTG}}'!='',,,,"[{""title"":""Done"",""value"":""Done""}]",,200
acceptance,ciuCondition,ciu,,Cooling,,101.01,,passfail,CIU Condition,Is the CIU in satisfactory condition,,,false,false,false,false,true,false,1,CIU with casing off,,true,,,,,,305
acceptance,pCHWFinal,ciu,,Cooling,,101.02,,number,Cooling System Pressure,Top up the pressure in the cooling system to between 1.5 and 2.0 and record final value here,,,false,false,false,false,true,false,3,,,true,,{{pCHWFinal}}>=1.5 && {{pCHWFinal}}<=2.5,,,,306
acceptance,coolingOperation,ciu,,Cooling,,101.03,,passfail,Cooling Operation,"Does the CIU turn on when setpoint temperatures are lowered, and off when setpoints are raised?",Setpoints for all zones may need to be changed.,,false,false,false,false,true,false,5,,,true,,,,,,307
acceptance,ciuDataPlate,ciu,,Cooling,,101.4,,passfail,Data Plate,Take a clear photo of the CIU data plate,,,false,false,false,false,true,false,1,Data plate,,true,,,,,,308
acceptance,settingIHPT,hiu,cc,Final Checks,,102.1,,number,IPHT Setting,What is the setting on the IHPT Valve?,,,true,false,false,false,true,false,0.5,IPHT Setting,,'{{productGroup}}'.indexOf('IHPT')>-1,,,,,,228
acceptance,settingRAVK,hiu,cc,Final Checks,,102.1,,number,RAVK (Htg) Setting,What is the setting on the RAVK Htg Valve?,,,true,false,false,false,true,false,0.5,RAVK Setting,,'{{productGroup}}'.indexOf('RAVK')>-1,,,,,,231
acceptance,kwhFinal,hiu,cc,Final Checks,,103,,number,Final Meter Reading and Photo,What is current Energy (kWh) reading on the heat meter?,"Press the button on the meter until it shows kWh or MWh.  If the units are in MWh, please multiply by 1000 (move decimal 3 places right) to convert to KWh.",kWh,true,false,false,false,true,false,0.5,Meter Serial & Final kWh,,'{{checkHeatMeter}}'=='true',,,,,,243
acceptance,pHTGFinal,hiu,cc,Final Checks,,104,,number,Final Central Heating Pressure,Top up the central heating pressure to between 1.5 & 2.0 Bar and record the pressure below.,Please read from pressure gauge.,bar,true,false,false,false,true,false,1,HTG Pressure Gauge,,'{{typeHTG}}'=='PHEx',,{{pHTGFinal}}>= ({{pHTGMin}}>0?{{pHTGMin}}:1.5) && {{pHTGFinal}}<=2.5,,,,201
acceptance,m3WaterMeter,plot,cc,Final Checks,,104.05,,number,Cold Water Meter Reading,What is the current reading of the Cold Water Meter?,,m3,true,false,false,false,true,false,5,,,true,,,,,,61
acceptance,serialWaterMeter,plot,cc,Final Checks,,104.06,,text,Cold Water Meter Serial Number,What is the serial number of the Cold Water Meter?,,,true,false,false,false,true,false,0,Water Meter Serial,,true,,,,,,60
acceptance,serialBilling,hiu,cc,Final Checks,,104.07,,text,Metering Home Display Serial Number,What is the serial number of the Metering Home Display?,,,false,false,false,false,true,false,1,Home Display kWh,,false,,,,,,253
acceptance,labelsFitted,"unvented_cylinder, hiu",cc,Final Checks,,104.1,,passfail,COMMISSIONING LABELS,HAVE THE COMMISSIONING LABELS BEEN INSTALLED?,,,true,false,false,false,true,false,12,Labels,,true,,,,,,81
acceptance,stickerFitted,unvented_cylinder,cc,Final Checks,,104.11,,passfail,INSTALLATION STICKER,HAS THE INSTALLATION STICKER BEEN INSTALLED?,,,true,false,false,false,true,false,3,Cylinder Sticker,,true,,,,,,82
acceptance,benchmarkCompleted,unvented_cylinder,cc,Final Checks,,104.12,,boolean,CYLINDER BENCHMARK FORM BEEN COMPLETED,HAS THE ELECTRONIC CYLINDER BENCHMARK FORM BEEN COMPLETED?,,,true,false,false,false,true,false,0,,,true,,,,,,83
acceptance,allStrainersCleaned,"unvented_cylinder, hiu",cc,Final Checks,,104.13,,passfail,All Strainers Cleaned,Have all strainers been cleaned?,,,true,false,false,false,true,false,0,,,true,,,,,,84
acceptance,htgControlsChecked,"unvented_cylinder, hiu",cc,Final Checks,,104.14,,passfail,Heating Controls Checked,Have the heating controls been checked?,,,true,false,false,false,true,false,15,,,true,,,,,,85
acceptance,radsAndTowelRailsWorking,"unvented_cylinder, hiu",cc,Final Checks,,104.15,,passfail,Rads and Towel Rails Working,Are all radiators and towe rails working?,,,true,false,false,false,true,false,0,,,true,,,,,,86
acceptance,washingMachineWasteChecked,plot,cc,Final Checks,,104.16,,passfail,Washing Machine Waste Pipe Checked,Has the washing machine waste pipe been checked?,,,true,false,false,false,true,false,1,,,true,,,,,,87
acceptance,trapChecked,plot,cc,Final Checks,,104.17,,passfail,Trap Checked,Has the trap been checked and tight?,,,true,false,false,false,true,false,1,,,true,,,,,,88
acceptance,wastePipeFloodTested,plot,cc,Final Checks,,104.18,,passfail,Waste Pipe Flood Tested,Has the waste pipe been flood tested and is working?,,,true,false,false,false,true,false,0,,,true,,,,,,89
acceptance,mvhrWorking,plot,cc,Final Checks,,104.19,,passfail,MVHR Working,Is the MVHR unit working?,,,true,false,false,false,true,false,1,,,true,,,,,,90
acceptance,mvhrVentsFitted,plot,cc,Final Checks,,104.2,,passfail,MVHR Ceiling Vente Fitted,Are the MVHR ceiling vents fitted?,,,true,false,false,false,true,false,1,,,true,,,,,,91
acceptance,fcuWorking,ciu,cc,Final Checks,,104.201,,passfail,FCU Working,Are the FCUs working as expected?,,,false,false,false,false,true,false,5,,,true,,,,,,304
acceptance,manualsHandedOver,plot,cc,Final Checks,,104.21,,boolean,Manuals and Certificates Handed to Client,Have all the manuals and certificates been handed to the client?,,,true,false,false,false,true,false,0,,,true,,,,,,92
acceptance,allAppliancesCommissioned,plot,cc,Final Checks,,104.22,,passfail,All Appliances Commissioned,Have all appliances been commissioned?,,,true,false,false,false,true,false,1,,,true,,,,,,93
acceptance,allLabelsAttached,plot,cc,Final Checks,,104.23,,passfail,All Labels Attached,Have all labels been attached?,,,true,false,false,false,true,false,2,,,true,,,,,,94
acceptance,indexTap3Bar,unvented_cylinder,cc,Final Checks,,104.24,,boolean,PRV set for 3 bar at Index Tap,Have the PRV been adjusted to provide 3 bar at the index tap?,,,true,false,false,false,true,false,0,,,true,,,,,,95
acceptance,checkFLoop2,hiu,cc,Final Checks,,105,,select,Filling Loop Disconnected & Capped,Please confirm the central heating filling loop is disconnected and capped.,,,true,false,false,false,true,false,0,HTG Filling Loop,,'{{typeHTG}}'=='PHEx',,,,"[{""title"":""Disconnected & Capped"",""value"":""OK""},{""title"":""Disconnected, Not Capped"",""value"":""Uncapped""},{""title"":""Left Connected"",""value"":""Left Connected""}]",,202
acceptance,refitCasing,hiu,cc,Final Checks,,106,,select,Refit Casing,Please refit the HIU casing.,,,true,false,false,false,true,false,3,HIU casing on,,true,,,,"[{""title"":""Done"",""value"":""Done""}]",,203
